DwName,VizPic,Link,WeekNumber,RealName
peterempey,https://view.dwcontent.com/file_view/peterempey/makeovermonday/Migration%20Paths.png?auth=eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJwcm9kLXVzZXItY2xpZW50OnBldGVyZW1wZXkiLCJpc3MiOiJhZ2VudDpwZXRlcmVtcGV5Ojo0ZGJkZGQ1OC00MjlhLTQ5YjAtODlmNS1iMWFkYTFmNzAxMzYiLCJpYXQiOjE1MTY4OTczMjIsInJvbGUiOlsidXNlciIsInVzZXJfYXBpX3JlYWQiLCJ1c2VyX2FwaV93cml0ZSIsInVzZXJfYXBpX2FkbWluIl0sImV4cCI6MTUxNjk4MzcyMiwiZ2VuZXJhbC1wdXJwb3NlIjpmYWxzZSwidXJsIjoiMDA0MGFiNjQ1ZTRiNDNkNWI4MzkzZWUyZmU2OTc2NGU5ZTQxMThhNSJ9.a6G1OcX-lENiH8Nr4MVOsFAyU44EVgb8iisO6_APyj4mAejWL0Bu9utUL4bUB3_6vQmd4E8H76GWQ8XLZz2mBg,https://public.tableau.com/profile/peter.empey#!/vizhome/week4TurkeyVultuerMigration/MigrationPaths,4,Peter Empey
zaksviz,https://pbs.twimg.com/media/DUSCQkeWsAE_Dvy.jpg:large,https://goo.gl/ucCBa3,4,Zak Geis
suryateja1,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/3/3abcc28008314b68b07f3b16faf90f607e4f4a38.jpg,https://public.tableau.com/profile/suryatejaa90#!/vizhome/TukeyvulturemovementinNAANDSA/Dashboard1,4,Surya Teja
ericliong,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/f1949020b96bfc498d98ed936bcd4413f4586ec8.png,https://public.tableau.com/profile/ericliong#!/vizhome/MM2018-W4MigrationPatterns/MM2018W4TurkeyVultureMigration,4,Eric Liong
ycsong21,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/82262d80da7fdc55ab3d6a6a418a52153211665f.jpg,https://public.tableau.com/views/FlightinMasses/FlightinMASSes?:embed=y&:display_count=yes&publish=yes,4,Young Song
ycsong21,,,4,Young Song
vizwiz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/7ac971f805866640faaee0257aea4b45f3707255.jpg,https://data.world/mikevizneros,4,Andy Kriebel
ykimura,https://pbs.twimg.com/media/DUU_0j4VwAAJFqg.jpg:large,https://public.tableau.com/profile/yoshihito.kimura#!/vizhome/MakeOverMonday4DoAmericanTurkeyVultureshaveaTimeDifference/1,4,yoshihito kimura
vizwiz,,https://data.world/ykimura,4,Andy Kriebel
sergey-yasinov,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/699c4d872b3ba5d522750490d86f6fe3b62012bd.jpg,https://data.world/evamurray,4,Sergey Yasinov
adonthala,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/adc375d3139d95d6dd061fbba8a1a87b9d18cfa0.png,https://data.world/makeovermonday/2018-w-4-turkey-vulture-migration-in-north-and-south-america/discuss/2018-w4-turkey-vulture-migration-in-north-and-south-america/goo.gl/5A47Fr,4,Amarendra D
lunarmodule7,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/41eced8d99b208f9a732421aae845e279f2558d0.jpg,https://t.co/0MT0TFIdY8,4,LM-7
tushar-more,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/cb72d344c33bc514988eeb33e9fab4acb5f86647.png,https://data.world/vizwiz,4,Tushar More
tushar-more,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/f196b791bf8bb89a4fa07a9f927750ce9b3d5141.png,http://community.powerbi.com/t5/Data-Stories-Gallery/Migration-of-Turkey-Vultures-in-North-and-South-America/m-p/344574,4,Tushar More
mattfrancis,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d0c42adbe92e27b66bd10098ffff868b409e6aab.jpg,https://public.tableau.com/views/MakeOverMondayS3-W4/MorongoGetsLost,4,Matt Francis
bartpopeda,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/c2962e16365c8b2288f07f620ed8801a93967512.png,https://public.tableau.com/profile/bart.popeda#!/vizhome/MakeoverMonday184/Dashboard1?publish=yes,4,Bart?omiej Pop?da
rgauna,https://pbs.twimg.com/media/DUby4SZVwAAbzik.jpg:large,https://public.tableau.com/profile/rgauna#!/vizhome/TurkeyVulture_2/D_TurkeyVulture,4,Rosario Gauna
dreamsofdata,http://bit.ly/2Bu86Yr,http://tabsoft.co/2ndu6lo,4,Alicia Bembenek
marcsoares,https://pbs.twimg.com/media/DUcDoF7W0AA0QRg.jpg:large,https://datastudio.google.com/open/1s_Rzgj9JsJjS94NmJo139k9vKL-55CDu,4,Marc Soares
robcrock,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/4046824d7a84b95cb9ecd7ea848cc2e67ad2beab.png,https://bl.ocks.org/robcrock/raw/472a2354156f912f6527084464a33269/,4,Robert Crocker
ollie,https://pbs.twimg.com/media/DUevjp1WkAEB6um.jpg:large,https://public.tableau.com/profile/ollie8240#!/vizhome/TurkeyVultureMigration_6/TurkeyVultureMigration,4,Ollie Power
yanningwang,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/0/01d2dc120a5c03a7ce1831a6bd81a88225f3b1fc.jpg,https://data.world/mikevizneros,4,Yanning Wang
hqlytics,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/1946f4cc02d17e267f9343131bae7c8adf020f85.png,https://public.tableau.com/profile/kurt.huang#!/vizhome/MyFavoriteTurkeyVultureMakeOverMonday2018Week4Heqing/FavoriteTurkeyVulture?publish=yes,4,Heqing Huang
regiso,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/285caf5acd4807add434765fa63756f16fedb3f3.png,https://public.tableau.com/profile/regis.o.connor#!/vizhome/MakeoverMondayTurkeyVultureMigration_0/Dashboard1,4,Regis Maria O'Connor
viz-drath,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d6299e49a4a75489a6233210f2ad7ad67269de27.png,http://tabsoft.co/2GcDGNM,4,Olga Drath
saritarana,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/8ad330b2803451355756f51f506c8a3be2ee90de.png,https://data.world/evamurray,4,sarita rana
mlahoya,https://www.filepicker.io/api/file/NmGKe3wRMSN5PgtNlY0D,http://kb.tableau.com/articles/howto/calculate-the-distance-between-points-on-a-map,4,Marta Lahoya
jenningp,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/502e5e85c0294a01816c72d62c3c6db85c36f020.png,http://tabsoft.co/2EcEHF7,4,Paula Jennings
yagrawal,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/f52c910424aa613587269c4845070685f7380032.jpg,https://data.world/mlahoya,4,Yash Agrawal
evamurray,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/7e622cd1432018852dcd735252fa858e293f1242.jpg,https://data.world/vizwiz,5,Eva Murray
joshua-hilbert,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/6b2693ff32ec73991c0e925cd0879ce508542735.jpg,https://public.tableau.com/views/MM2018-5WhattheMostProfitableCompaniesMakeperSecond/Sheet1?:embed=y&:display_count=yes&publish=yes,5,Joshua Hilbert
surajshah,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/570762bfdabe1b215991d9ec4e5a652fe12699fb.jpg,https://public.tableau.com/views/MakeoverMonday2018W05ComparingIncomeSecond/Dashboard?:embed=y&:display_count=yes&publish=yes,5,Suraj Shah
zaksviz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/9fcab8a47f482b0af82b8cda25da8aee4e864668.jpg,https://goo.gl/caytBq,5,Zak Geis
charliehtableau,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/ced7ade8217e3be42cafa16186eea3b75fc76dd5.jpg,https://public.tableau.com/profile/charlie.hutcheson#!/vizhome/MMAppleNetIncome/Dashboard1?publish=yes,5,Charlie Hutcheson
leecarter,https://pbs.twimg.com/media/DUsmYd7WkAEFXld.jpg:large,https://public.tableau.com/profile/lee.carter#!/vizhome/MakeoverMonday3CompanyIncome/Dashboard1,5,Lee Carter
mjurries2,https://pbs.twimg.com/media/DUqHpmnW4AAIUJy.jpg:large,https://public.tableau.com/profile/mjurries2#!/vizhome/MakeoverMonday2018Week5/Dashboard1?publish=yes,5,Mark Jurries II
knhinson,https://pbs.twimg.com/media/DUqPNTLU8AEAYVi.jpg:large,https://public.tableau.com/views/ProfitPerSecond/MostProfitableCompanies?:embed=y&:display_count=yes&publish=yes&:showVizHome=no,5,Karen Hinson
sarahlovesdata,https://pbs.twimg.com/media/DUqmWO2WAAANL50.jpg,http://bit.ly/MM2018Week5,5,Sarah Bartlett
philipdriggs,https://pbs.twimg.com/media/DUqqoz0U8AE-_iF.jpg:large,https://public.tableau.com/views/MakeoverMondayW05Pharmaceuticalcompanybigprofits/Dashboard1,5,Philip Riggs
pamelagermain,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/68004ebbf431535bf01ca927c9f42991d6774c16.jpg,https://public.tableau.com/profile/pamela.germain#!/vizhome/MakeoverMonday2018Week5-WhatCompaniesMakeperSecond/Dashboard1,5,Pamela Germain
graphhopper,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/3/328695dcde2e4088f6fb8e66908037371b66b2d1.png,https://data.world/pamelagermain,5,Graph Hopper
kentv999,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/8872aee84fb611dd17aad09d6943d619c6bd473e.jpg,https://public.tableau.com/profile/kent.vaughn#!/vizhome/MOM-2018-Week5-IncomePerSecond/Dashboard1,5,Kent Vaughn
pamzirp,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/87f642ecde129ac746ef2ad26398d005e0baf6ed.png,https://public.tableau.com/profile/pamela4192#!/vizhome/2018Wk5-ProfitbyIndustry/Dashboard1,5,Pamela Zirpoli
emma-yf,https://pbs.twimg.com/media/DUrqt2AU8AU2E9L.jpg:large,https://bit.ly/2DJ4EPL,5,Emma Urli
tableauing,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/c16ea48f05fd0487757fcf948ec88026cfc05ad7.jpg,https://public.tableau.com/views/WhyissmokingstillathingMakeoverMonday/Whyissmokingstillathing?:embed=y&:display_count=yes,5,Rodrigo Calloni
umarhassan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/483a59382c47728f990444161fa157bea824375f.png,https://public.tableau.com/profile/umar.hassan#!/vizhome/MMWeek42018-Appledominatesprofitgeneratedperday/AppleDominateProfitPerDay,5,Umar Hassan
tushar-more,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/e/eeeee61168770b7e6a3b7b7b718d85373f0fec12.png,https://public.tableau.com/profile/tushar.more#!/vizhome/Whatthemostprofitablecompaniesmakepersecond/Profitmadepersecond,5,Tushar More
tompilgrem,https://pbs.twimg.com/media/DUs5hObX4AAF03X.jpg:large,https://t.co/rf99qH9Wu7,5,Tom Pilgrem
viz-drath,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/7119deb79c52b3e91b9be74d6f07de3274d45cdb.jpg,http://tabsoft.co/2DMd8Wc,5,Olga Drath
markbradbourne,https://pbs.twimg.com/media/DUtMJn0XkAACYTr.jpg:large,https://goo.gl/GPKY5z,5,Mark Bradbourne
profdrkschulte,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/5f8c760fcf6d5cd75ea82faef6a23b17e26c836e.jpg,https://public.tableau.com/views/FannieMaeSalesProfitability/Dashboard1?:embed=y&:display_count=yes&showVizHome=no&:showVizHome=no#1,5,Klaus Schulte
docinsight,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/75b9547f4c82a22729ce39782cbc695e500483f5.png,https://public.tableau.com/profile/docinsight#!/vizhome/MMWK5profitpersecond/Dashboard1?publish=yes,5,David O Cinneide
danifornication,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/6f930a7d1637ef852814e2a448664536c2b918e8.jpg,https://public.tableau.com/views/AllinaDaysWork/AllinaDaysWork,5,Daniel Caroli
sarahlovesdata,https://pbs.twimg.com/media/DUtX_5WX0AAim6q.jpg,http://bit.ly/MM2018Week5,5,Sarah Bartlett
charliehtableau,,https://data.world/umarhassan,5,Charlie Hutcheson
umarhassan,,https://data.world/charliehtableau,5,Umar Hassan
sezbee,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/0/0ae8f8e89d0d60c765f51292addd5dcb695c08ba.jpg,https://public.tableau.com/profile/sarah.burnett#!/vizhome/MostProfitableCompaniesin2016/madepersecond?publish=yes,5,Sarah Burnett
lunarmodule7,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/5f4d77f6138a3523f7d68d4e6f9962fb2c53c85a.jpg,https://public.tableau.com/views/Whatthemostprofitablecompaniesmakepersecond_0/Dashboard1?:embed=y&:display_count=yes&publish=yes,5,LM-7
dataanne,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d21bcb0ecfe5626fb6c380f63b1926813b5b526b.jpg,https://public.tableau.com/views/Profitvs_RevenuetheWorldsMostProfitableCompanies/Profitvs_Revenue?:embed=y&:display_count=yes,5,Anne Drake
s-miller,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/da93022331f33494fa9625d66d3fd22e70bd6979.png,https://datastudio.google.com/open/1WmEcZTEzDSMjqbHVS6H6AeiKecEFe5ph,5,Sian Miller
nilsm,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/b/b7772f3274e28bc61453560f74fcfd33d502a223.png,https://public.tableau.com/views/ProfitPerSecond_0/ProfitPerSecond?:embed=y&:display_count=yes&publish=yes,5,Nils Macher
paulisdataviz,https://pbs.twimg.com/media/DUuT7HgUQAAnrlZ.jpg:large,https://public.tableau.com/profile/paula.munoz#!/vizhome/MostprofitableCompaniespersecond/Dashboard1?publish=yes,5,Paula Munoz
yanningwang,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/79ab377775344558862f44f84fc7323eeabc3742.jpg,https://public.tableau.com/views/MM2018Week5/YW?:embed=y&:display_count=yes&publish=yes,5,Yanning Wang
nilsm,,https://data.world/markbradbourne,5,Nils Macher
amrutha767,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/92505118601f9fea5abeb42d11cd785fde51cf40.PNG,https://public.tableau.com/profile/amrutha3044#!/vizhome/WhattheMostProfitableCompaniesMakeperSecond_2/Intro?publish=yes,5,Amrutha S
cbianchi,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/e/e2a74f1b4d47413139209ce40f4eda171a3bbd3e.jpg,https://public.tableau.com/shared/HFP83D6X6?:display_count=yes,5,Christine Bianchi
umarhassan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/cd4afd500f2ef8389cca53485ca3a258b5b09868.png,https://data.world/charliehtableau,5,Umar Hassan
evamurray,,https://data.world/umarhassan,5,Eva Murray
bartpopeda,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a1699164ceefd1227d9b494bd020a0e6ce7cfcdc.png,https://public.tableau.com/profile/bart.popeda#!/vizhome/MakeoverMonday185/Dashboard1,5,Bart?omiej Pop?da
umarhassan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/c/cd4afd500f2ef8389cca53485ca3a258b5b09868.png,https://data.world/evamurray,5,Umar Hassan
andrewgarfinkel,https://pbs.twimg.com/media/DUu_jwoWAAAmLVA.jpg:small,https://public.tableau.com/profile/andrew.garfinkel#!/vizhome/ProfitabillityPerSecondof25MostValuableCompanies/ProfitabilityPerSecond,5,Andrew Garfinkel
joshua-hilbert,,https://data.world/charliehtableau,5,Joshua Hilbert
mikevizneros,https://pbs.twimg.com/media/DUvDAAvWAAAjdFF.jpg:large,http://tabsoft.co/2DKH40M,5,Michael Cisneros
simonbeaumont04,,https://public.tableau.com/profile/simon.beaumont#!/vizhome/MakeoverMonday-Week52018Applesprofitpersecond/MakeoverMonday-Week52018Appleprofitpersecond,5,Simon Beaumont
mikevizneros,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/673c54bdc8e311d7a294926ecdfa9f8e18a247aa.png,http://tabsoft.co/2EmY5PI,5,Michael Cisneros
kyleyetter,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/fbda2f23fccfbc7531dbb341805b6251f7ab41a5.png,http://tabsoft.co/2BBuDTr,5,Kyle Yetter
jackhorton,https://pbs.twimg.com/media/DUvzSt9WAAAWdYS.jpg:large,https://public.tableau.com/profile/jack4278#!/vizhome/MakeoverMondayWeek5_3/Dashboard1,5,Jack Horton
sergey-yasinov,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/f7c445506a643a159adbeaad5c0527541429ca5b.jpg,https://public.tableau.com/profile/sergey8076#!/vizhome/Mostprofitablecompanies_fortune500/Dashboard1?publish=yes,5,Sergey Yasinov
deevizable,https://media.data.world/WBR680k8QyGt8fN9r5sS_Makeovermonday_wk5.gif,https://public.tableau.com/views/EverysecondatApplecount/Dashboard1?:embed=y&:display_count=yes,5,Dinushki De Livera
rgauna,https://pbs.twimg.com/media/DUwg-uLUQAAN6WC.jpg:large,https://public.tableau.com/profile/rgauna#!/vizhome/MostProfitableCompanies_3/D_TopCompanies,5,Rosario Gauna
rgauna,https://pbs.twimg.com/media/DUwxiCCU0AI1VEg.jpg:large,https://public.tableau.com/profile/rgauna#!/vizhome/MostProfitableCompanies_3/D_TopCompanies,5,Rosario Gauna
brianjdelehanty,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/4a1fc6716b47cfa9b684285bf394801a544aec45.jpg,https://public.tableau.com/profile/brianjdelehanty#!/vizhome/MakeoverMondayWeek42018WhattheMostProfitableCompaniesMakePerSecond/Dashboard1?publish=yes,5,Brian Delehanty
vishalsethia,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/8cb3ddb8559cdd6371acf0c398436174b75ac94c.png,https://public.tableau.com/shared/XSXMZHP9N?:display_count=yes,5,vishal sethia
justindavisb,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/dc2267d130dda7993cf89f37cc4751e460c1c67a.jpg,https://public.tableau.com/profile/justindavis#!/vizhome/MMWeek5-Profits/ComparingCorporateProfits?publish=yes,5,Justin Davis
justindavisb,,https://data.world/sarahlovesdata,5,Justin Davis
pablolgomez,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/d/d0b64e7c2bd19312a43950356d6334d21a06f995.jpg,https://public.tableau.com/profile/pablolgomez#!/vizhome/HowMuchMoneyBigCompaniesMakeinaSecond/ProfitinaSecond,5,Pablo Gomez
joelgtableau,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/6/65699d476e62f223b505eb1fee82e82440d6336e.jpeg,https://public.tableau.com/views/MM2018-5TwoAmericas/Dashboard1?:embed=y&:display_count=yes&publish=yes,5,Joel Gluck
nilsm,,https://data.world/simonbeaumont04,5,Nils Macher
charliehtableau,,https://data.world/joshua-hilbert,5,Charlie Hutcheson
simonbeaumont04,,https://data.world/nilsm,5,Simon Beaumont
takazi24,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/1c96a5b4b55bb4fa7d426645b5c26781477e81be.jpg,https://public.tableau.com/profile/tausif.kazi#!/vizhome/MMWK5-ProfitableCompany/ProfitableCompany,5,Tausif
rebeccajroland,,,5,Rebecca Roland
robbin,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/860431ba867d7910d2b8f3f02ade4d9747668985.png,https://data.world/charliehtableau,5,robbin vernooij
kentv999,,https://data.world/simonbeaumont04,5,Kent Vaughn
simonbeaumont04,,https://data.world/kentv999,5,Simon Beaumont
ggulmong,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/81fd2dc13ef646c6e1d176f4d402c7c9fd124c75.jpg,https://public.tableau.com/views/HeyAppleYouareanOUTLIER/Dashboard1?:embed=y&:display_count=yes&publish=yes,5,Bryan Jungmin Choi
michelegroarke,https://pbs.twimg.com/media/DUzKWrSW0AAt-uI.jpg:large,https://public.tableau.com/profile/michele.groarke#!/vizhome/MostProfitableCompanies_5/WhatthemostprofitablecompaniesmakePERSECOND?publish=yes,5,Michele Groarke
charliehtableau,,https://data.world/robbin,5,Charlie Hutcheson
ali-motion,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/5/5fdf439f5ef13f3df371a0680eb0b3b217bde782.png,http://tabsoft.co/2rQ3bRX,5,Ali Motion
jedeastman,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/7a30ef3b062f1d67060b4100c61dfc53a855bf13.jpg,http://bit.ly/je_mm2018week5,5,Jed Eastman
robbin,,https://data.world/charliehtableau,5,robbin vernooij
staticum,https://pbs.twimg.com/media/DUzA5TmXUAACBCb.jpg:large,https://public.tableau.com/views/MOMW5WhatcompaniesmakeeveryHeartRate/Dashboard1?:embed=y&:display_count=yes,5,Sebastian
doug-stanley,https://pbs.twimg.com/media/DUzrLnvUQAAN7eH.jpg:large,https://public.tableau.com/profile/doug.stanley#!/vizhome/AppleprofitsvsotherF500cos_/AppleprofitsvsotherF500,5,Doug Stanley
jhstamm,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/9de978bb8ea935cd65e9a9811e92d42d08c2518e.png,https://public.tableau.com/profile/jodi.stamm#!/vizhome/whatthemostprofitablecompaniesmakepersecond/mostprofitablecompanies,5,Jodi Stamm
tarundeep,,https://data.world/viz,5,Tarun Deep Chhabra
charliehtableau,,https://data.world/tarundeep,5,Charlie Hutcheson
hayleyp,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/1c20f66944ee69260460c7097fe6fbcf8315ed14.png,https://public.tableau.com/views/MakeoverMondayW5WhattheMostProfitableCompaniesMakeperSecond/2016MostProfitableCompanies?:embed=y&:display_count=yes&publish=yes,5,Hayley Pfeifer
susanjg1,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/3/3f394ced7248d9e54d949ff887d99f6d332046f9.jpg,https://public.tableau.com/profile/susan.glass5813#!/vizhome/AppleProfits/AppleProfits?publish=yes,5,Susan Glass
regiso,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/aa48dedebe5ef991b398ce01af354290dc66489e.png,https://app.powerbi.com/view?r=eyJrIjoiYzc2ZTNhMzMtNmY4MS00OTdkLTg5ODgtODIyY2I0N2UzMGFkIiwidCI6ImUxNzc4MGM2LTczMDgtNDc3YS1iNzY3LWZhNTY5ODI0NWUyYSJ9,5,Regis Maria O'Connor
dilyana,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a21434164ef64b683706bef28e909d24cfc5f27e.png,https://public.tableau.com/profile/dilyana2344#!/vizhome/ProfitperSecond/Dashboard2,5,Dilyana Suleymanova
datawailor,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/2/22855efe5ffefac08e74ab51b75e9994a3e3b424.png,https://public.tableau.com/profile/waleilori#!/vizhome/MostProfitableComapniesof2016/WhatCompaniesMake,5,Wale Ilori
curtycanviz,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/4/45864c91bfcab6f13d047390cd98f526fe4a7d32.png,https://public.tableau.com/profile/kris.curtis#!/vizhome/WealthInvaders/WealthInvaders?publish=yes,5,Kris Curtis
ccstan,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/3/34ac7b258387289cf3915a9f738c968fe9f2c0e9.png,https://public.tableau.com/profile/crucialconnection.com#!/vizhome/MakeoverMonday-week05/ProfitperSecond,5,Stanley F. Siranovich
ratheniel,https://pbs.twimg.com/media/DU3vwYSVwAAR1EX.jpg:large,https://public.tableau.com/views/WhatTheMostProfitableCompaniesMakePerSecond_0/Dashboard1?:embed=y&:display_count=yes&publish=yes,5,Rathes
ketan10,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/75d7d2e083182800e4a0dfa8f7f55cdf09bc4c1f.png,https://data.world/vizwiz,5,Ketan Deshpande
tarundeep,,https://data.world/charliehtableau,5,Tarun Deep Chhabra
jarosk88,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/95d6b1727f4f4c78f3717b6c9696f699a530851d.jpg,https://public.tableau.com/views/Week52018/Week518-AppleTheMoneyMaker?:embed=y&:display_count=yes&publish=yes,5,Jakub Jaros
jenningp,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/8/8bba3af2c0a0de7ebbbc925d67a8846e24e51775.png,http://tabsoft.co/2npjrEP,5,Paula Jennings
vatika,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/e/eec427706035b8bce18000249d320cd1cef87f5f.jpg,https://public.tableau.com/profile/vatika.aggarwal#!/vizhome/momw4/Dashboard1,5,Vatika Aggarwal
newsquery,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/9/99b948db00a2a21fed19bb03338aac5b7fd85c7f.jpeg,https://public.tableau.com/profile/Kev2009#!/vizhome/Howyoucomparetotheworldsmostprofitablecompanies/HomePage,5,Kev O'Callaghan
mattfrancis,https://pbs.twimg.com/media/DU6EiBTWAAIXH4T.jpg:large,https://public.tableau.com/views/MakeOverMondayS3-W5/2Minutes?:embed=y&:display_count=yes&publish=yes,5,Matt Francis
mixpix,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/1a97c77327cfbeee7ceb3c4eb4ab0dbbe7cab35f.jpg,https://public.tableau.com/profile/mtmixon3894#!/vizhome/CorporateProfits_0/ProfitperSecond,5,Michael Mixon
lydiac,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/a/a53c370c183d7b8706538fbdcc0da8ad472914ab.png,https://public.tableau.com/views/WhatProfitableCompaniesMake-makeovermonday/Dashboard1?:embed=y&:display_count=yes,5,Lydia Chege
nimisha-04,,https://data.world/regiso,5,Nimisha Philip
ycsong21,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/1/1bc094a6fe0202b04d7a10b2af382e956834f688.jpg,https://public.tableau.com/views/one_ipad_make_bubble_go_big_mm2018w5/Dashboard1?:embed=y&:display_count=yes&publish=yes,5,Young Song
adonthala,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/7/7e6857e5491577e7ab4942eaa704b57e0779cad0.jpg,https://goo.gl/mj23Mh,5,Amarendra D
hhuenteler,https://dataworld-discourseuploads-p-us-east-1.s3.amazonaws.com/original/2X/f/fe59b7c559225def3e1854cde360d3d1533e3c7d.jpg,https://public.tableau.com/views/ProfitperSecond_0/Dashboard2?:embed=y&:display_count=yes&publish=yes,5,Henning Huenteler
